business_effective_date,txn_id,account_id,txn_timestamp,txn_type,amount,merchant,city,category
2024-02-06,511004,37201,2024-02-06 08:00:58,debit,3691.42,Target,San Francisco,entertainment
2024-02-06,511005,37201,2024-02-06 11:59:20,credit,926.69,Walmart,New York,subscription
2024-02-06,511006,37201,2024-02-06 11:31:15,debit,309.95,Bank Transfer,Chicago,shopping
2024-02-06,511007,37201,2024-02-06 09:26:35,credit,2644.93,Amazon,Seattle,transfer
2024-02-06,511008,37201,2024-02-06 21:23:18,debit,1136.48,Amazon,Seattle,transfer
2024-02-06,511009,37201,2024-02-06 15:40:27,debit,4759.15,Uber,San Francisco,grocery
2024-02-06,511010,37201,2024-02-06 07:50:05,credit,3476.76,Shell,Miami,transport
2024-02-06,511011,37201,2024-02-06 22:06:30,debit,3739.22,Amazon,New York,transport
2024-02-06,511012,37201,2024-02-06 03:37:16,debit,933.03,Bank Transfer,Austin,shopping
2024-02-06,511013,37201,2024-02-06 00:14:00,debit,34.84,Amazon,Denver,transport
2024-02-06,511014,37201,2024-02-06 01:31:27,debit,128.07,Target,Boston,entertainment
2024-02-06,511015,37210,2024-02-06 11:04:11,debit,736.28,Target,San Francisco,shopping
2024-02-06,511016,37210,2024-02-06 06:10:30,debit,734.07,Uber,San Diego,shopping
2024-02-06,511017,37210,2024-02-06 19:13:44,debit,105.37,Netflix,Denver,salary
2024-02-06,511018,37210,2024-02-06 10:37:06,credit,396.24,Starbucks,San Francisco,utility
2024-02-06,511019,37220,2024-02-06 09:26:12,debit,3022.97,Shell,Atlanta,entertainment
2024-02-06,511020,37220,2024-02-06 05:37:59,credit,1039.93,Shell,San Francisco,salary
2024-02-06,511021,37220,2024-02-06 08:49:06,debit,3555.76,Walmart,Denver,grocery
2024-02-06,511022,37220,2024-02-06 09:50:05,credit,521.67,Target,Seattle,utility
2024-02-06,511023,37230,2024-02-06 19:06:56,credit,202.84,Shell,Miami,entertainment
2024-02-06,511024,37230,2024-02-06 12:55:36,credit,3308.81,Starbucks,Denver,transport
2024-02-06,511025,37230,2024-02-06 22:53:34,credit,1909.43,Cash Deposit,Denver,electronics
2024-02-06,511026,37230,2024-02-06 02:21:06,debit,2421.17,Cash Deposit,Austin,subscription
2024-02-06,511027,37230,2024-02-06 05:43:03,debit,4931.18,Spotify,Denver,electronics
2024-02-06,511028,37230,2024-02-06 12:05:23,debit,1293.27,Uber,San Francisco,subscription
2024-02-06,511029,37230,2024-02-06 00:09:38,debit,3682.7,Apple Store,San Francisco,food
2024-02-06,511030,37231,2024-02-06 18:28:01,debit,1547.45,Payroll Inc,San Diego,transport
2024-02-06,511031,37231,2024-02-06 13:27:11,debit,1002.71,Target,New York,salary
2024-02-06,511032,37231,2024-02-06 15:31:28,debit,2747.39,Shell,San Diego,utility
2024-02-06,511033,37231,2024-02-06 09:51:28,debit,1957.32,Payroll Inc,San Diego,transport
2024-02-06,511034,37231,2024-02-06 14:51:21,credit,333.99,Cash Deposit,Chicago,deposit
2024-02-06,511035,37232,2024-02-06 21:02:55,credit,634.04,Bank Transfer,San Diego,transport
2024-02-06,511036,37232,2024-02-06 12:04:34,debit,4976.81,Starbucks,Boston,transport
2024-02-06,511037,37232,2024-02-06 23:28:58,credit,4089.11,Netflix,Atlanta,grocery
2024-02-06,511038,37232,2024-02-06 19:50:13,debit,3559.54,Target,San Diego,transport
2024-02-06,511039,37232,2024-02-06 01:05:48,credit,51.73,Starbucks,Austin,salary
2024-02-06,511040,37232,2024-02-06 19:18:47,credit,2885.72,Cash Deposit,Boston,utility
2024-02-06,511041,37232,2024-02-06 01:50:05,debit,4793.67,Payroll Inc,San Diego,utility
2024-02-06,511042,37240,2024-02-06 16:31:22,credit,2904.1,Uber,Atlanta,electronics
2024-02-06,511043,37240,2024-02-06 22:33:47,debit,4437.02,Apple Store,Boston,grocery
2024-02-06,511044,37240,2024-02-06 04:40:51,credit,3329.98,Shell,Chicago,electronics
2024-02-06,511045,37240,2024-02-06 04:36:42,credit,3360.48,Starbucks,Austin,deposit
2024-02-06,511046,37240,2024-02-06 21:36:42,debit,344.64,Cash Deposit,Austin,transfer
2024-02-06,511047,37240,2024-02-06 04:21:08,credit,179.19,Shell,Austin,transport
2024-02-06,511048,37240,2024-02-06 11:13:43,debit,318.4,Uber,Austin,deposit
2024-02-06,511049,37240,2024-02-06 08:33:32,debit,2850.82,Bank Transfer,San Diego,transfer
2024-02-06,511050,37240,2024-02-06 01:22:51,debit,734.27,Starbucks,Seattle,grocery
2024-02-06,511051,37240,2024-02-06 18:52:41,debit,3217.37,Starbucks,Boston,transfer
2024-02-06,511052,37240,2024-02-06 21:02:38,credit,3572.58,Cash Deposit,Atlanta,subscription
2024-02-06,511053,37240,2024-02-06 05:27:29,debit,4109.52,Apple Store,New York,utility
2024-02-06,511054,37250,2024-02-06 16:30:36,credit,1431.47,Payroll Inc,San Francisco,transfer
2024-02-06,511055,37250,2024-02-06 18:57:17,credit,1031.08,Starbucks,San Francisco,utility
2024-02-06,511056,37250,2024-02-06 22:58:34,debit,1363.55,Spotify,San Diego,transfer
2024-02-06,511057,37250,2024-02-06 06:51:31,debit,3241.52,Starbucks,Denver,shopping
2024-02-06,511058,37260,2024-02-06 10:35:34,debit,2400.87,Cash Deposit,Chicago,transport
2024-02-06,511059,37260,2024-02-06 14:20:37,debit,1030.32,Target,New York,utility
2024-02-06,511060,37260,2024-02-06 05:36:13,debit,3738.55,Starbucks,Chicago,transfer
2024-02-06,511061,37260,2024-02-06 07:43:56,credit,2429.59,Starbucks,Seattle,shopping
2024-02-06,511062,37260,2024-02-06 15:54:36,debit,3193.78,Shell,Boston,transport
2024-02-06,511063,37260,2024-02-06 08:48:08,debit,2691.38,Amazon,Austin,entertainment
2024-02-06,511064,37260,2024-02-06 16:15:54,debit,4165.03,Apple Store,Chicago,electronics
2024-02-06,511065,37260,2024-02-06 02:12:54,debit,2558.6,Uber,Austin,utility
2024-02-06,511066,37260,2024-02-06 20:23:42,debit,2876.09,Amazon,Austin,shopping
2024-02-06,511067,37260,2024-02-06 17:18:19,debit,4834.46,Bank Transfer,Denver,shopping
2024-02-06,511068,37260,2024-02-06 20:05:28,debit,136.5,Apple Store,San Diego,food
2024-02-06,511069,37260,2024-02-06 22:57:51,credit,4431.92,Spotify,Miami,electronics
2024-02-06,511070,37270,2024-02-06 00:34:35,debit,2088.8,Uber,Miami,food
2024-02-06,511071,37270,2024-02-06 22:04:23,debit,711.55,Apple Store,San Francisco,deposit
2024-02-06,511072,37270,2024-02-06 08:59:09,debit,2073.49,Starbucks,Boston,shopping
2024-02-06,511073,37270,2024-02-06 01:33:16,debit,4033.34,Amazon,Chicago,subscription
2024-02-06,511074,37270,2024-02-06 22:58:41,credit,1120.56,Walmart,Seattle,entertainment
2024-02-06,511075,37270,2024-02-06 05:48:29,debit,3548.63,Spotify,Seattle,deposit
2024-02-06,511076,37270,2024-02-06 09:26:45,debit,4092.01,Shell,Austin,salary
2024-02-06,511077,37270,2024-02-06 01:22:10,credit,1951.6,Shell,San Diego,shopping
2024-02-06,511078,37270,2024-02-06 06:16:09,debit,1977.84,Bank Transfer,Miami,transport
2024-02-06,511079,37271,2024-02-06 23:09:57,debit,1392.53,Bank Transfer,San Diego,subscription
2024-02-06,511080,37271,2024-02-06 20:49:52,debit,3682.7,Shell,New York,utility
2024-02-06,511081,37271,2024-02-06 21:25:38,debit,272.0,Cash Deposit,San Francisco,subscription
2024-02-06,511082,37271,2024-02-06 21:08:09,credit,21.37,Amazon,Austin,entertainment
2024-02-06,511083,37271,2024-02-06 01:07:23,debit,349.6,Starbucks,Atlanta,shopping
2024-02-06,511084,37271,2024-02-06 15:00:33,credit,4119.21,Spotify,Austin,utility
2024-02-06,511085,37271,2024-02-06 19:23:47,debit,3303.15,Apple Store,Seattle,entertainment
2024-02-06,511086,37271,2024-02-06 05:38:21,debit,3085.61,Bank Transfer,Seattle,entertainment
2024-02-06,511087,37271,2024-02-06 13:32:48,debit,754.94,Uber,San Francisco,electronics
2024-02-06,511088,37271,2024-02-06 00:19:37,debit,1596.88,Walmart,Atlanta,food
2024-02-06,511089,37271,2024-02-06 01:55:23,debit,2084.86,Bank Transfer,Denver,shopping
2024-02-06,511090,37271,2024-02-06 22:47:06,debit,3290.48,Target,San Francisco,subscription
2024-02-06,511091,37272,2024-02-06 22:01:50,credit,4746.53,Target,Denver,subscription
2024-02-06,511092,37272,2024-02-06 19:13:44,debit,2813.18,Payroll Inc,Atlanta,food
2024-02-06,511093,37272,2024-02-06 03:45:42,debit,2107.23,Target,San Francisco,subscription
2024-02-06,511094,37272,2024-02-06 01:58:19,debit,1557.24,Payroll Inc,San Diego,grocery
2024-02-06,511095,37272,2024-02-06 10:28:48,debit,1535.39,Shell,Atlanta,grocery
2024-02-06,511096,37272,2024-02-06 19:39:55,debit,2572.98,Spotify,Miami,electronics
2024-02-06,511097,37272,2024-02-06 13:14:05,debit,792.16,Payroll Inc,San Francisco,shopping
2024-02-06,511098,37280,2024-02-06 14:20:48,debit,842.75,Walmart,San Francisco,salary
2024-02-06,511099,37280,2024-02-06 08:19:56,debit,1778.87,Starbucks,Chicago,grocery
2024-02-06,511100,37280,2024-02-06 10:00:52,credit,1479.92,Netflix,New York,entertainment
2024-02-06,511101,37280,2024-02-06 07:36:17,debit,4494.21,Cash Deposit,Denver,food
2024-02-06,511102,37280,2024-02-06 22:27:41,debit,1003.2,Cash Deposit,Boston,deposit
2024-02-06,511103,37280,2024-02-06 22:41:54,debit,1894.11,Starbucks,San Diego,deposit
2024-02-06,511104,37280,2024-02-06 01:06:55,debit,4626.57,Starbucks,Atlanta,salary
2024-02-06,511105,37280,2024-02-06 14:43:08,debit,2468.59,Bank Transfer,Denver,subscription
2024-02-06,511106,37280,2024-02-06 13:14:44,debit,3430.93,Spotify,New York,shopping
2024-02-06,511107,37280,2024-02-06 05:24:46,debit,3022.4,Amazon,Austin,subscription
2024-02-06,511108,37280,2024-02-06 23:57:29,debit,4063.15,Amazon,Atlanta,deposit
2024-02-06,511109,37281,2024-02-06 14:48:22,credit,3617.06,Target,Seattle,grocery
2024-02-06,511110,37281,2024-02-06 06:35:00,debit,3532.42,Bank Transfer,San Diego,entertainment
2024-02-06,511111,37281,2024-02-06 00:35:53,credit,2490.4,Target,Seattle,transfer
2024-02-06,511112,37281,2024-02-06 08:50:47,debit,400.76,Walmart,Seattle,grocery
2024-02-06,511113,37282,2024-02-06 20:43:55,debit,984.18,Walmart,Miami,deposit
2024-02-06,511114,37282,2024-02-06 15:24:00,credit,4307.34,Target,Miami,shopping
2024-02-06,511115,37282,2024-02-06 20:29:14,debit,4967.09,Payroll Inc,Austin,transfer
2024-02-06,511116,37282,2024-02-06 01:22:37,debit,4695.2,Netflix,Atlanta,electronics
2024-02-06,511117,37282,2024-02-06 12:04:32,debit,695.0,Target,Atlanta,salary
2024-02-06,511118,37290,2024-02-06 11:30:20,debit,2369.45,Shell,Chicago,transfer
2024-02-06,511119,37290,2024-02-06 19:31:42,debit,3106.63,Cash Deposit,Boston,electronics
2024-02-06,511120,37290,2024-02-06 08:44:10,debit,2975.7,Shell,San Diego,entertainment
2024-02-06,511121,37290,2024-02-06 01:37:15,debit,4716.32,Apple Store,Seattle,subscription
2024-02-06,511122,37290,2024-02-06 06:10:27,debit,3397.17,Shell,Seattle,subscription
2024-02-06,511123,37290,2024-02-06 11:55:15,credit,1966.76,Bank Transfer,San Diego,transport
2024-02-06,511124,37291,2024-02-06 17:14:01,credit,24.9,Payroll Inc,Denver,transport
2024-02-06,511125,37291,2024-02-06 11:15:34,debit,4949.6,Payroll Inc,Boston,transfer
2024-02-06,511126,37291,2024-02-06 13:43:12,debit,854.11,Shell,Atlanta,electronics
2024-02-06,511127,37291,2024-02-06 11:30:20,debit,2401.7,Starbucks,Chicago,shopping
2024-02-06,511128,37291,2024-02-06 19:12:14,debit,2105.95,Payroll Inc,Seattle,deposit
2024-02-06,511129,37300,2024-02-06 15:13:16,debit,1530.39,Starbucks,San Francisco,transport
2024-02-06,511130,37300,2024-02-06 04:32:57,debit,3262.07,Walmart,Miami,electronics
2024-02-06,511131,37300,2024-02-06 18:44:23,debit,3555.71,Amazon,New York,shopping
2024-02-06,511132,37300,2024-02-06 04:25:08,debit,1722.19,Netflix,San Diego,transport
2024-02-06,511133,37300,2024-02-06 06:12:49,debit,509.69,Uber,Austin,transfer
2024-02-06,511134,37300,2024-02-06 01:16:21,debit,2639.4,Starbucks,Denver,subscription
2024-02-06,511135,37300,2024-02-06 12:04:12,debit,2895.26,Walmart,Denver,subscription
2024-02-06,511136,37300,2024-02-06 10:37:12,debit,1786.85,Payroll Inc,Austin,transfer
2024-02-06,511137,37300,2024-02-06 05:46:30,debit,2088.96,Walmart,Austin,transfer
2024-02-06,511138,37300,2024-02-06 09:13:20,debit,2494.65,Walmart,New York,electronics
2024-02-06,511139,37300,2024-02-06 01:34:54,debit,430.02,Starbucks,New York,grocery
2024-02-06,511140,37301,2024-02-06 04:25:05,debit,239.14,Target,Boston,salary
2024-02-06,511141,37301,2024-02-06 09:01:01,debit,1707.74,Apple Store,Boston,utility
2024-02-06,511142,37301,2024-02-06 10:49:10,debit,519.36,Netflix,San Francisco,subscription
2024-02-06,511143,37301,2024-02-06 13:56:33,credit,2223.49,Amazon,Chicago,salary
2024-02-06,511144,37301,2024-02-06 05:58:49,credit,1014.94,Walmart,Miami,utility
2024-02-06,511145,37301,2024-02-06 08:16:06,credit,2794.42,Walmart,San Francisco,entertainment
2024-02-06,511146,37301,2024-02-06 02:57:51,debit,3188.24,Spotify,Boston,electronics
2024-02-06,511147,37301,2024-02-06 22:04:32,credit,4929.11,Cash Deposit,Miami,deposit
2024-02-06,511148,37301,2024-02-06 12:54:06,credit,1084.08,Apple Store,Atlanta,salary
2024-02-06,511149,37310,2024-02-06 21:18:44,debit,1728.81,Target,Seattle,transport
2024-02-06,511150,37310,2024-02-06 03:05:08,debit,4748.85,Payroll Inc,San Diego,salary
2024-02-06,511151,37310,2024-02-06 06:35:31,debit,2716.47,Starbucks,Denver,utility
2024-02-06,511152,37310,2024-02-06 14:31:46,debit,779.41,Starbucks,Denver,transport
2024-02-06,511153,37310,2024-02-06 16:46:09,debit,3558.88,Apple Store,New York,subscription
2024-02-06,511154,37310,2024-02-06 17:19:19,debit,621.16,Shell,Denver,food
2024-02-06,511155,37310,2024-02-06 11:45:24,debit,3731.24,Uber,Boston,transfer
2024-02-06,511156,37310,2024-02-06 16:13:55,debit,4575.83,Walmart,Seattle,deposit
2024-02-06,511157,37310,2024-02-06 06:25:17,debit,3538.34,Apple Store,Boston,salary
2024-02-06,511158,37310,2024-02-06 18:52:57,debit,1266.85,Target,Denver,electronics
2024-02-06,511159,37311,2024-02-06 03:30:12,debit,2112.92,Uber,San Diego,transfer
2024-02-06,511160,37311,2024-02-06 20:34:29,debit,595.84,Apple Store,Chicago,entertainment
2024-02-06,511161,37311,2024-02-06 23:48:04,debit,87.81,Starbucks,San Diego,transport
2024-02-06,511162,37311,2024-02-06 07:24:53,debit,2678.9,Apple Store,Chicago,food
2024-02-06,511163,37311,2024-02-06 01:43:11,debit,4197.77,Starbucks,Boston,entertainment
2024-02-06,511164,37311,2024-02-06 15:42:58,debit,4516.31,Netflix,San Diego,electronics
2024-02-06,511165,37311,2024-02-06 08:05:11,debit,3274.69,Shell,Boston,entertainment
2024-02-06,511166,37312,2024-02-06 05:08:58,debit,1229.51,Starbucks,San Francisco,transport
2024-02-06,511167,37312,2024-02-06 08:46:30,credit,2628.8,Amazon,Atlanta,food
2024-02-06,511168,37312,2024-02-06 19:40:01,credit,4371.72,Apple Store,Seattle,deposit
2024-02-06,511169,37312,2024-02-06 10:49:25,debit,4854.47,Shell,Denver,food
2024-02-06,511170,37320,2024-02-06 19:28:08,debit,650.18,Netflix,New York,grocery
2024-02-06,511171,37320,2024-02-06 20:25:59,debit,4878.47,Payroll Inc,Austin,electronics
2024-02-06,511172,37320,2024-02-06 05:26:09,debit,1568.83,Bank Transfer,San Diego,transfer
2024-02-06,511173,37320,2024-02-06 02:15:46,debit,871.16,Apple Store,Chicago,electronics
2024-02-06,511174,37320,2024-02-06 16:58:06,credit,1958.24,Amazon,San Francisco,electronics
2024-02-06,511175,37320,2024-02-06 10:50:18,debit,757.82,Target,New York,entertainment
2024-02-06,511176,37320,2024-02-06 10:30:46,credit,532.34,Apple Store,New York,deposit
2024-02-06,511177,37320,2024-02-06 02:32:56,credit,388.26,Bank Transfer,Seattle,entertainment
2024-02-06,511178,37320,2024-02-06 12:33:15,debit,2181.23,Apple Store,San Diego,deposit
2024-02-06,511179,37320,2024-02-06 14:33:10,debit,1386.43,Shell,Atlanta,electronics
2024-02-06,511180,37320,2024-02-06 10:52:52,credit,3636.39,Payroll Inc,Miami,food
2024-02-06,511181,37321,2024-02-06 07:42:57,debit,4571.1,Walmart,Chicago,utility
2024-02-06,511182,37321,2024-02-06 17:22:58,debit,604.42,Uber,Seattle,grocery
2024-02-06,511183,37321,2024-02-06 15:19:33,debit,4588.36,Cash Deposit,Miami,entertainment
2024-02-06,511184,37321,2024-02-06 06:44:45,debit,600.56,Apple Store,Atlanta,transfer
2024-02-06,511185,37321,2024-02-06 11:56:56,debit,2713.49,Target,San Francisco,utility
2024-02-06,511186,37321,2024-02-06 00:33:43,debit,50.5,Amazon,New York,grocery
2024-02-06,511187,37321,2024-02-06 13:46:45,debit,4800.33,Netflix,New York,food
2024-02-06,511188,37321,2024-02-06 03:43:09,debit,151.66,Shell,Seattle,utility
2024-02-06,511189,37321,2024-02-06 09:54:31,debit,2784.63,Uber,New York,subscription
2024-02-06,511190,37321,2024-02-06 21:52:22,debit,3384.96,Cash Deposit,Boston,shopping
2024-02-06,511191,37322,2024-02-06 02:00:07,debit,2726.88,Netflix,Atlanta,grocery
2024-02-06,511192,37322,2024-02-06 01:34:40,debit,1261.53,Payroll Inc,San Francisco,transport
2024-02-06,511193,37322,2024-02-06 22:51:46,credit,1038.37,Netflix,Boston,transport
2024-02-06,511194,37322,2024-02-06 06:34:38,debit,2452.37,Target,Atlanta,subscription
2024-02-06,511195,37322,2024-02-06 00:20:54,debit,3218.95,Amazon,San Diego,electronics
2024-02-06,511196,37322,2024-02-06 07:27:34,debit,4641.77,Spotify,Seattle,grocery
2024-02-06,511197,37322,2024-02-06 03:17:52,debit,4421.26,Amazon,San Francisco,subscription
2024-02-06,511198,37322,2024-02-06 19:59:28,credit,4457.82,Netflix,Atlanta,grocery
2024-02-06,511199,37330,2024-02-06 05:01:06,debit,2788.88,Walmart,Seattle,electronics
2024-02-06,511200,37330,2024-02-06 12:20:58,credit,1047.6,Amazon,Atlanta,entertainment
2024-02-06,511201,37330,2024-02-06 23:05:24,debit,4368.95,Shell,Denver,utility
2024-02-06,511202,37330,2024-02-06 01:32:26,debit,2628.08,Apple Store,Denver,subscription
2024-02-06,511203,37330,2024-02-06 10:21:56,debit,4068.03,Payroll Inc,Atlanta,entertainment
2024-02-06,511204,37330,2024-02-06 19:11:24,debit,4292.23,Cash Deposit,Boston,shopping
2024-02-06,511205,37330,2024-02-06 02:06:35,credit,3685.93,Target,Denver,electronics
2024-02-06,511206,37330,2024-02-06 09:28:41,debit,1811.79,Starbucks,New York,grocery
2024-02-06,511207,37330,2024-02-06 07:11:03,debit,3619.8,Amazon,San Diego,food
2024-02-06,511208,37331,2024-02-06 11:11:41,debit,3716.45,Amazon,Seattle,deposit
2024-02-06,511209,37331,2024-02-06 03:39:08,debit,3548.1,Target,Boston,utility
2024-02-06,511210,37331,2024-02-06 20:51:44,debit,768.06,Amazon,New York,transfer
2024-02-06,511211,37331,2024-02-06 01:32:47,debit,2709.67,Apple Store,Atlanta,electronics
2024-02-06,511212,37331,2024-02-06 22:11:41,credit,3140.07,Amazon,San Francisco,grocery
2024-02-06,511213,37331,2024-02-06 18:43:24,debit,3380.24,Amazon,Boston,salary
2024-02-06,511214,37331,2024-02-06 21:23:31,credit,3989.73,Spotify,Atlanta,subscription
2024-02-06,511215,37331,2024-02-06 09:31:33,debit,4157.75,Payroll Inc,Miami,salary
2024-02-06,511216,37340,2024-02-06 19:27:02,credit,343.27,Amazon,San Diego,food
2024-02-06,511217,37340,2024-02-06 16:53:23,debit,102.48,Uber,Boston,food
2024-02-06,511218,37340,2024-02-06 01:14:30,debit,1977.94,Spotify,Boston,transport
2024-02-06,511219,37340,2024-02-06 14:55:22,credit,1876.33,Walmart,Austin,food
2024-02-06,511220,37340,2024-02-06 23:21:45,debit,2286.85,Walmart,Chicago,utility
2024-02-06,511221,37340,2024-02-06 19:56:21,credit,3687.39,Shell,Atlanta,subscription
2024-02-06,511222,37340,2024-02-06 11:37:19,debit,68.66,Payroll Inc,Atlanta,transport
2024-02-06,511223,37340,2024-02-06 20:34:52,debit,2207.86,Target,San Francisco,grocery
2024-02-06,511224,37340,2024-02-06 13:09:45,debit,598.61,Cash Deposit,Chicago,transport
2024-02-06,511225,37340,2024-02-06 10:45:50,credit,126.21,Spotify,San Diego,grocery
2024-02-06,511226,37341,2024-02-06 01:43:16,debit,1921.5,Starbucks,Miami,deposit
2024-02-06,511227,37341,2024-02-06 22:17:19,debit,664.85,Payroll Inc,Chicago,electronics
2024-02-06,511228,37341,2024-02-06 10:05:12,debit,3100.0,Netflix,Austin,salary
2024-02-06,511229,37341,2024-02-06 21:55:10,credit,26.1,Target,Seattle,transport
2024-02-06,511230,37342,2024-02-06 23:07:24,debit,3606.71,Walmart,Chicago,salary
2024-02-06,511231,37342,2024-02-06 13:10:48,credit,2505.5,Amazon,Austin,deposit
2024-02-06,511232,37342,2024-02-06 20:33:24,credit,4692.66,Payroll Inc,Boston,entertainment
2024-02-06,511233,37342,2024-02-06 19:00:51,debit,1708.76,Cash Deposit,San Francisco,grocery
2024-02-06,511234,37350,2024-02-06 22:19:24,debit,1089.11,Amazon,Austin,transfer
2024-02-06,511235,37350,2024-02-06 06:08:09,debit,2694.35,Spotify,San Diego,entertainment
2024-02-06,511236,37350,2024-02-06 06:41:52,debit,3667.07,Walmart,Chicago,transfer
2024-02-06,511237,37350,2024-02-06 06:39:43,debit,3739.19,Walmart,San Francisco,shopping
2024-02-06,511238,37350,2024-02-06 09:26:33,debit,4401.88,Cash Deposit,New York,entertainment
2024-02-06,511239,37351,2024-02-06 07:00:03,debit,3480.95,Uber,Seattle,utility
2024-02-06,511240,37351,2024-02-06 06:40:51,debit,4946.55,Bank Transfer,Chicago,food
2024-02-06,511241,37351,2024-02-06 12:01:36,debit,149.47,Bank Transfer,San Francisco,transfer
2024-02-06,511242,37351,2024-02-06 21:44:13,debit,3655.18,Starbucks,Atlanta,shopping
2024-02-06,511243,37351,2024-02-06 14:45:27,debit,2307.13,Spotify,Seattle,salary
2024-02-06,511244,37351,2024-02-06 21:17:38,debit,500.17,Starbucks,Boston,subscription
2024-02-06,511245,37351,2024-02-06 18:40:40,debit,1587.34,Spotify,San Diego,entertainment
2024-02-06,511246,37352,2024-02-06 00:13:13,credit,1508.92,Amazon,Boston,transport
2024-02-06,511247,37352,2024-02-06 13:22:19,debit,977.74,Cash Deposit,Atlanta,food
2024-02-06,511248,37352,2024-02-06 04:23:05,debit,4850.95,Shell,Austin,shopping
2024-02-06,511249,37352,2024-02-06 08:15:53,credit,44.34,Payroll Inc,Seattle,transport
2024-02-06,511250,37352,2024-02-06 01:17:23,debit,3997.93,Amazon,Miami,entertainment
2024-02-06,511251,37352,2024-02-06 21:22:51,credit,822.69,Walmart,Seattle,salary
2024-02-06,511252,37352,2024-02-06 04:00:36,debit,557.17,Cash Deposit,San Francisco,deposit
2024-02-06,511253,37360,2024-02-06 13:37:11,debit,986.16,Starbucks,Seattle,subscription
2024-02-06,511254,37360,2024-02-06 11:23:27,debit,100.81,Walmart,Seattle,grocery
2024-02-06,511255,37360,2024-02-06 20:43:12,debit,253.51,Amazon,Chicago,grocery
2024-02-06,511256,37360,2024-02-06 09:42:04,debit,1401.47,Netflix,Austin,entertainment
2024-02-06,511257,37360,2024-02-06 18:26:40,credit,4745.54,Walmart,Chicago,grocery
2024-02-06,511258,37360,2024-02-06 03:03:09,credit,1854.43,Amazon,New York,transfer
2024-02-06,511259,37360,2024-02-06 19:40:38,credit,2.37,Target,Atlanta,utility
2024-02-06,511260,37360,2024-02-06 12:30:30,credit,1940.08,Apple Store,San Francisco,subscription
2024-02-06,511261,37360,2024-02-06 12:27:00,debit,470.35,Uber,New York,food
2024-02-06,511262,37360,2024-02-06 19:58:11,debit,1507.18,Apple Store,Miami,entertainment
2024-02-06,511263,37361,2024-02-06 17:55:06,debit,4631.49,Uber,San Francisco,entertainment
2024-02-06,511264,37361,2024-02-06 12:05:29,debit,1483.87,Target,San Diego,entertainment
2024-02-06,511265,37361,2024-02-06 22:03:58,debit,2898.11,Payroll Inc,Seattle,utility
2024-02-06,511266,37361,2024-02-06 04:24:00,debit,237.75,Payroll Inc,San Francisco,transport
2024-02-06,511267,37361,2024-02-06 03:00:03,debit,1630.18,Bank Transfer,Boston,food
2024-02-06,511268,37361,2024-02-06 02:39:24,debit,4630.38,Apple Store,New York,salary
2024-02-06,511269,37361,2024-02-06 08:54:47,credit,1681.11,Amazon,Denver,deposit
2024-02-06,511270,37362,2024-02-06 18:40:48,credit,4964.54,Amazon,Atlanta,entertainment
2024-02-06,511271,37362,2024-02-06 14:41:50,debit,680.7,Uber,Seattle,subscription
2024-02-06,511272,37362,2024-02-06 11:36:07,debit,2682.56,Netflix,Austin,shopping
2024-02-06,511273,37362,2024-02-06 04:11:30,debit,2324.05,Bank Transfer,Chicago,salary
2024-02-06,511274,37362,2024-02-06 05:11:32,debit,3910.61,Bank Transfer,Austin,grocery
2024-02-06,511275,37362,2024-02-06 00:53:55,debit,3329.83,Starbucks,Austin,utility
2024-02-06,511276,37362,2024-02-06 20:31:57,debit,3689.2,Walmart,Chicago,utility
2024-02-06,511277,37362,2024-02-06 16:49:08,credit,2007.59,Payroll Inc,Seattle,entertainment
2024-02-06,511278,37362,2024-02-06 19:19:42,debit,2045.01,Starbucks,Miami,transfer
2024-02-06,511279,37362,2024-02-06 16:09:35,debit,459.89,Shell,San Francisco,deposit
2024-02-06,511280,37362,2024-02-06 15:02:26,credit,469.25,Bank Transfer,San Francisco,shopping
2024-02-06,511281,37362,2024-02-06 00:46:58,debit,198.08,Cash Deposit,San Diego,food
2024-02-06,511282,37370,2024-02-06 19:04:12,debit,704.87,Starbucks,Atlanta,entertainment
2024-02-06,511283,37370,2024-02-06 13:43:47,debit,4028.74,Cash Deposit,Boston,transport
2024-02-06,511284,37370,2024-02-06 19:02:27,credit,242.41,Apple Store,Denver,subscription
2024-02-06,511285,37370,2024-02-06 17:17:48,credit,4759.79,Amazon,Denver,utility
2024-02-06,511286,37370,2024-02-06 01:56:00,debit,2189.71,Cash Deposit,Seattle,grocery
2024-02-06,511287,37370,2024-02-06 23:53:11,debit,1863.72,Cash Deposit,Boston,utility
2024-02-06,511288,37370,2024-02-06 17:19:05,debit,4656.21,Shell,New York,transfer
2024-02-06,511289,37370,2024-02-06 13:08:10,debit,4109.21,Bank Transfer,Denver,shopping
2024-02-06,511290,37371,2024-02-06 13:44:30,debit,2168.8,Walmart,San Francisco,utility
2024-02-06,511291,37371,2024-02-06 15:53:06,debit,2616.9,Uber,Chicago,utility
2024-02-06,511292,37371,2024-02-06 16:47:06,debit,4091.39,Bank Transfer,New York,transport
2024-02-06,511293,37372,2024-02-06 10:47:40,debit,3028.95,Uber,Chicago,entertainment
2024-02-06,511294,37372,2024-02-06 13:14:14,debit,2376.28,Walmart,Denver,utility
2024-02-06,511295,37372,2024-02-06 13:50:58,debit,879.41,Bank Transfer,San Francisco,grocery
